url,title,published,author,categories,audio_links
https://uea.facila.org/artikoloj/lingvo/kial-burno-r473,Kial Burno?,2025-05-02T15:58:00+00:00,Ruth Kevess-Cohen,Lingvo,https://uea.facila.org/uploads/monthly_2025_05/KialBurno.mp3.8fa35568fc2c965d7ea65761f469f65e.mp3
https://uea.facila.org/filmetoj/la-tri-tasoj-teo-kaj-amo-r344,La tri tasoj - Teo kaj amo,2025-05-04T07:00:22+00:00,,Filmetoj,
https://uea.facila.org/filmetoj/la-palmarboj-flustras-r345,La palmarboj flustras,2025-05-11T07:47:35+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/%C4%9Denerale/la-bieno-bona-espero-en-brazilo-r474,La bieno Bona Espero en Brazilo,2025-05-13T13:53:32+00:00,Ursula Grattapaglia,Ĝenerale,https://uea.facila.org/uploads/monthly_2025_05/bieno-bona-esperored.mp3.97447ba7c9a8fa1c553340584763a942.mp3
https://uea.facila.org/loke/nantes-r93,Nantes,2025-05-15T17:11:35+00:00,,Loke,
https://uea.facila.org/artikoloj/%C4%9Denerale/internacia-tago-de-familioj-r475,Internacia Tago de Familioj,2025-05-15T19:20:24+00:00,,Ĝenerale,
https://uea.facila.org/filmetoj/kajto-la-malnova-balancilo-r346,Kajto - La malnova balancilo,2025-05-17T19:31:53+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/lega%C4%B5oj/en-novzelando-monto-i%C4%9Das-persono-r477,En Novzelando monto iĝas persono,2025-05-26T17:34:25+00:00,Laurent Ramette,Legaĵoj,https://uea.facila.org/uploads/monthly_2025_05/EnNovzelandomonto(Fettes).mp3.01674a6832f866da6a9798b7dafbed79.mp3
https://uea.facila.org/loke/tokio-r94,Tokio,2025-05-29T13:10:54+00:00,,Loke,
https://uea.facila.org/loke/vieno-r95,Vieno,2025-05-30T09:43:57+00:00,,Loke,
https://uea.facila.org/artikoloj/libroservo/esperanto-por-mi-8-kaj-9-r476,Esperanto por mi -8- kaj -9-,2025-05-30T23:04:00+00:00,Maurizio Giacometto ('Rico'),Libroservo,https://uea.facila.org/uploads/monthly_2025_05/Esperantopormi8(kaj9)red.mp3.71075f5b18c2b6efd5b1822f4920ef72.mp3
https://uea.facila.org/filmetoj/1910-%E2%80%93-la-plena-teatra%C4%B5o-en-esperanto-de-%C4%B5enja-amis-r348,1910 – La plena teatraĵo en Esperanto de Ĵenja Amis,2025-05-31T19:25:41+00:00,,Filmetoj,
