url,title,published,author,categories,audio_links
https://uea.facila.org/filmetoj/malhelpa-unhelpful-%E2%80%93-english-esperanto-short-film-r349,Malhelpa / Unhelpful – English & Esperanto Short Film,2025-06-08T08:33:52+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/kongresoj-kaj-kunvenoj/ijk-2025-en-indonezio-invitas-vin-r478,IJK 2025 en Indonezio invitas vin!,2025-06-08T20:23:49+00:00,,Kongresoj kaj kunvenoj,
https://uea.facila.org/filmetoj/mi-estas-via-patro-r350,Mi estas via patro,2025-06-15T09:58:52+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/tra-la-reto/radio-verda-r479,Radio Verda,2025-06-19T07:05:12+00:00,Arono Chapman,Tra la reto,https://uea.facila.org/uploads/monthly_2025_06/RadioVerda.mp3.a2a5ba69f792d73cafd62e34c815ae4e.mp3
https://uea.facila.org/filmetoj/argentino-la-lando-de-tango-r347,ARGENTINO | La lando de Tango,2025-06-19T07:45:42+00:00,,Filmetoj,
https://uea.facila.org/filmetoj/kiam-virinoj-diris-%E2%80%9Cne%E2%80%9D-al-la-vo%C4%89donrajto-r351,Kiam virinoj diris “ne” al la voĉdonrajto,2025-06-20T20:24:49+00:00,,Filmetoj,
https://uea.facila.org/filmetoj/ai-al-esperanto-%C4%89u-nova-epoko-por-esperantujo-r352,AI al Esperanto: ĉu nova epoko por Esperantujo?,2025-06-21T14:21:47+00:00,,Filmetoj,
https://uea.facila.org/artikoloj/opinioj/mallonga-historio-de-la-malhumaneco-r480,Mallonga historio de la malhumaneco,2025-06-23T21:15:58+00:00,Vicente Sales,Opinioj,https://uea.facila.org/uploads/monthly_2025_06/Malhumanecored.mp3.37bbba5d028e8796c7fe489d9c7c2f57.mp3
https://uea.facila.org/loke/lokossa-r96,Lokossa,2025-06-25T13:21:11+00:00,,Loke,
https://uea.facila.org/artikoloj/libroservo/la-zamenhof-strato-r466,La Zamenhof-strato,2025-06-28T22:44:54+00:00,Maurizio Giacometto,Libroservo,https://uea.facila.org/uploads/monthly_2025_06/LaZamenhof-strato.mp3.e0ec4b12872dd18654d8ad5daab9f9b9.mp3
https://uea.facila.org/filmetoj/en-noktoj-sen-vi-miguel-fern%C3%A1ndez-%E2%80%93-esperanto-r353,En noktoj sen vi - Miguel Fernández – Esperanto,2025-06-29T18:51:25+00:00,,Filmetoj,
https://uea.facila.org/loke/londono-r97,Londono,2025-06-29T21:52:12+00:00,,Loke,
